Topic,Count,Name,Representation,Representative_Docs
149,19,149_供电_国网_千伏_设备,"['供电', '国网', '千伏', '设备', '运维', '二次', '巡视', '电网', '公司', '超高压']","['渭电 快报 ## 抗击 疫情 央企 疫情 防控 常态 化 迎峰 过冬 保 供电 月 13 日 国网 渭南 供电 公司 二次 检修 中心 变电 二次 运检 四班 工作人员 110 千伏 君朝变 110 千伏 孙庄变 直流 系统 专项 巡视 管辖 电池 直流 空开 充电 模块 UPS … … 逐个 排查 查阅 图纸 资料 直流 运行 设备 做 \u200b', '渭电 快报 ## 抗击 疫情 央企 夜巡 测温 行 疫情 保电 岗 号 主变 高压 侧 桩头 温度 刀 闸 温度 月 12 日晚 国网 渭南 供电 公司 变电 运维 中心 组织 运维 人员 330 千伏 万泉 变 110 千伏 南塬 变 夜巡 测温 工作 保障 疫情 期间 设备 运行 供电 持续 可靠 陕西 渭南 韩 鹍 刘鹏 \u200b', '渭电 快报 ## 抗击 疫情 央企 设备 体检 负责 保证 迎峰 过冬 期间 设备 电网 稳定 运行 应对 近期 疫情 防控 保电 需求 月 10 日起 国网 渭南 供电 公司 二次 检修 中心 班组 全力以赴 积极开展 专项 巡视 工作 二次 设备 全 健康检查 疫情 攻坚 阶段 保 供电 工作 与疫 \u200b']"
150,19,150_零食_母校_盲盒_4000,"['零食', '母校', '盲盒', '4000', '口罩', '学校', '毕业', '万个', '宿舍', '校友']","['高校 4000 多间 宿舍 送 零食 盲盒 跨 年 12 月 31 日 陕西 西安 西安 高校学生 宿舍 跨年 西安 工程 大学 克服 疫情 管控 物资 紧缺 情况 两 校区 4000 余间 宿舍 送来 零食 盲盒 希望 学生 跨 年 节点 感受 学校 关心 温暖 学生 雷鑫冉 说 零食 礼包 里 小点心 瓜子 舍友 收到 礼 \u200b', '高校 4000 多间 宿舍 送 零食 盲盒 跨 年 12 月 31 日 陕西 西安 西安 高校学生 宿舍 跨年 西安 工程 大学 克服 疫情 管控 物资 紧缺 情况 两 校区 4000 余间 宿舍 送来 零食 盲盒 希望 学生 跨 年 节点 感受 学校 关心 温暖 学生 雷鑫冉 说 零食 礼包 里 小点心 瓜子 舍友 收到 礼物 \u200b', '高校 4000 多间 宿舍 送 零食 盲盒 跨 年 12 月 31 日 陕西 西安 西安 高校学生 宿舍 跨年 西安 工程 大学 克服 疫情 管控 物资 紧缺 情况 两 校区 4000 余间 宿舍 送来 零食 盲盒 希望 学生 跨 年 节点 感受 学校 关心 温暖 学生 雷鑫冉 说 零食 礼包 里 小点心 瓜子 舍友 收到 礼物 \u200b']"
151,19,151_桃园路_沣惠_莲湖区_航空学院,"['桃园路', '沣惠', '莲湖区', '航空学院', '分级', '地区', '分区', '校区', '评估', '风险']","['抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 13 日 消息 分区 分级 防控 工作 省市 专家 综合 评估 西安市 疫情 防控 指挥部 同意 月 13 日起 莲湖区 桃园路 街道 西安 航空学院 沣惠 校区 高风险 地区 调整 低 风险 地区 另有 新城区 韩森寨 街道 20 中 风险 地区 调整 低 风险 地区 \u200b', '抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 13 日 消息 分区 分级 防控 工作 省市 专家 综合 评估 西安市 疫情 防控 指挥部 同意 月 13 日起 莲湖区 桃园路 街道 西安 航空学院 沣惠 校区 高风险 地区 调整 低 风险 地区 另有 新城区 韩森寨 街道 20 中 风险 地区 调整 低 风险 地区 \u200b', '抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 13 日 消息 分区 分级 防控 工作 省市 专家 综合 评估 西安市 疫情 防控 指挥部 同意 月 13 日起 莲湖区 桃园路 街道 西安 航空学院 沣惠 校区 高风险 地区 调整 低 风险 地区 另有 新城区 韩森寨 街道 20 中 风险 地区 调整 低 风险 地区 \u200b']"
152,19,152_小寒_寒喧_没人_冬天,"['小寒', '寒喧', '没人', '冬天', '旅行', '大唐', '想念', '阳光', '万物', '冬季']","['旅行 欢聚 重温 城市 感动 美好 曲江 充斥 烟火 盛景 生活 仪式 感 浓郁 腊八 寺庙 里领 一碗 粥 大商 超里 储备 新春 年货 漫步 大唐 不夜城 邂逅 唐风 美景 夜幕降临 大唐 芙蓉 园 观看 一场 演出 习以为常 细节 中 度过 意义 时光 疫情 没来 \u200b', '西安 旅行 冬日 暖阳 腊梅 香 只缺 游客 景 中游 带 微博去 旅行 阳光 冬天 总会 人心 生 暖意 冬天 西安 一场 疫情 被迫 按下 暂停 键 无所事事 躺 床上 心 飞 想念 家乡 楼观 山山水水 想念 如洗 天空 里 白云悠悠 想念 终南山 万物 静美 … … 听说 宗圣 宫里 腊梅 开 不由 \u200b', '旅行 冬日 万物 藏 欣赏 汉江 源 童话世界 林海雪原 雾凇 朵朵 冰似 晶帘 山壁 挂 瀑留 永恒 镁 光圈 树上 挂满 亮晶晶 冰条 阳光 照耀 映出 夺目 耀眼 光彩 一座座 高山 白雪皑皑 渲染 成 白色 大山 铺上 一层 棉被 舒舒服服 睡 一觉 置身 奇山冬韵 沉醉 \u200b']"
153,19,153_图集_新浪_特刊_奏效,"['图集', '新浪', '特刊', '奏效', '晚报', '中国工程院', '出版', '院士', '资讯', '钟南山']","['抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 日 消息 中国工程院 院士 钟南山 接受 央视 记者 采访 时 西安 此轮 疫情 拐点 西安 极 防控 措施 奏效 新浪 陕西 推出 新浪 晚报 抗击 疫情 特刊 每日 聚焦 当日 疫情 热点 提供 城市 服务 资讯 关 \u200b', '抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 日 消息 中国工程院 院士 钟南山 接受 央视 记者 采访 时 西安 此轮 疫情 拐点 西安 极 防控 措施 奏效 新浪 陕西 推出 新浪 晚报 抗击 疫情 特刊 每日 聚焦 当日 疫情 热点 提供 城市 服务 资讯 关 \u200b', '抗击 疫情 陕西 新浪 晚报 抗击 疫情 特刊 月 日 消息 中国工程院 院士 钟南山 接受 央视 记者 采访 时 西安 此轮 疫情 拐点 西安 极 防控 措施 奏效 新浪 陕西 推出 新浪 晚报 抗击 疫情 特刊 每日 聚焦 当日 疫情 热点 提供 城市 服务 资讯 关 \u200b']"
154,19,154_快递_派送_配送_流程,"['快递', '派送', '配送', '流程', '消杀', '京东', '物流', '包裹', '每件', '复业']","['西安 快递 恢复 派送 全程 消杀 接触 近日 疫情 防控 形势 整体 陕西省 西安市 正 有序 推进 邮政 快递 业 复工 复业 京东 物流 符合 防疫 管理 标准 区域 提供 配送 服务 每件 包裹 均 全 流程 消杀 防疫 流程 市民 配送 小哥 每次 送货 前 次 测温 持 48 小时 核酸 证明 \u200b', '西安 快递 恢复 派送 全程 消杀 接触 近日 疫情 防控 形势 整体 陕西省 西安市 正 有序 推进 邮政 快递 业 复工 复业 京东 物流 符合 防疫 管理 标准 区域 提供 配送 服务 每件 包裹 均 全 流程 消杀 防疫 流程 市民 配送 小哥 每次 送货 前 次 测温 持 48 小时 核酸 证明 \u200b', '西安 快递 恢复 派送 全程 消杀 接触 近日 疫情 防控 形势 整体 陕西省 西安市 正 有序 推进 邮政 快递 业 复工 复业 京东 物流 符合 防疫 管理 标准 区域 提供 配送 服务 每件 包裹 均 全 流程 消杀 防疫 流程 市民 配送 小哥 每次 送货 前 次 测温 持 48 小时 核酸 证明 \u200b']"
155,19,155_妈妈_女护士_柳林_张薇,"['妈妈', '女护士', '柳林', '张薇', '儿子', '未婚', '温柔', '巧遇', '风说', '风在']","['大学生 做 核酸 巧遇 医护 妈妈 支援 学校 儿子 希望 妈妈 太 辛苦 月 日 陕西 西安 西安电子科技大学 大三 学生 柳林 风在 核酸 检测 现场 偶遇 妈妈 西安市 第五 医院 医生 张薇 张薇 当天 临时 抽调 采集 核酸 上车 发现 目的地 儿子 学校 疫情 柳林 风说 妈妈 \u200b', '大学生 做 核酸 巧遇 医护 妈妈 支援 学校 儿子 希望 妈妈 太 辛苦 月 日 陕西 西安 西安电子科技大学 大三 学生 柳林 风在 核酸 检测 现场 偶遇 妈妈 西安市 第五 医院 医生 张薇 张薇 当天 临时 抽调 采集 核酸 上车 发现 目的地 儿子 学校 疫情 柳林 风说 妈妈 \u200b', '大学生 做 核酸 巧遇 医护 妈妈 支援 学校 \xa0 儿子 希望 妈妈 太 辛苦 月 日 陕西 西安 西安电子科技大学 \xa0 大三 学生 柳林 风在 核酸 检测 现场 偶遇 妈妈 西安市 第五 医院 医生 张薇 张薇 当天 临时 抽调 采集 核酸 上车 发现 目的地 儿子 学校 疫情 柳林 风说 妈妈 \u200b']"
156,19,156_就诊_医院_影响_患者,"['就诊', '医院', '影响', '患者', '就医', '开诊', '市辖区', '三级', '孕产妇', '交叉感染']","['陕西 西安 医院 疫情 防控 影响 患者 就诊 O 陕西 西安 医院 疫情 防控 影响 患者 就诊 \u200b', '陕西 西安 医院 疫情 防控 影响 患者 就诊 O 陕西 西安 医院 疫情 防控 影响 患者 就诊 \u200b', '陕西 西安 医院 疫情 防控 影响 患者 就诊 O 陕西 西安 医院 疫情 防控 影响 患者 就诊 \u200b']"
157,18,157_并举_地多措_多种_举措,"['并举', '地多措', '多种', '举措', '推进', '抗击', '河南', '铁检战', '武术', '铁检']","['陕西 河南 地多措 并举 抗击 疫情 O 陕西 河南 地多措 并举 抗击 疫情 \u200b', '陕西 河南 地多措 并举 抗击 疫情 O 陕西 河南 地多措 并举 抗击 疫情 \u200b', '陕西 河南 地多措 并举 抗击 疫情 O 陕西 河南 地多措 并举 抗击 疫情 \u200b']"
158,18,158_延误_医学中心_医院_急危,"['延误', '医学中心', '医院', '急危', '诊治', '高新', '国际', '抢救', '停业整顿', '停业']","['西安 卫健委 发布 通告 西安 医院 延误 治疗 停业 陕西 西安 卫健委 消息 本轮 疫情 发生 西安 高新 医院 西安 国际 医学中心 医院 延误 急危 患者 抢救 诊治 引发 社会舆论 关注 社会 影响 恶劣 研究 西安 高新 医院 西安 国际 医学中心 医院 作出 停业整顿 月 给予 警告 相关 人员 停职 免职 \u200b', '西安 卫健委 发布 通告 西安 医院 延误 治疗 停业 陕西 西安 卫健委 消息 本轮 疫情 发生 西安 高新 医院 西安 国际 医学中心 医院 延误 急危 患者 抢救 诊治 引发 社会舆论 关注 社会 影响 恶劣 研究 西安 高新 医院 西安 国际 医学中心 医院 作出 停业整顿 月 给予 警告 相关 人员 停职 免职 \u200b', '西安 卫健委 发布 通告 西安 医院 延误 治疗 停业 陕西 西安 卫健委 消息 本轮 疫情 发生 西安 高新 医院 西安 国际 医学中心 医院 延误 急危 患者 抢救 诊治 引发 社会舆论 关注 社会 影响 恶劣 研究 西安 高新 医院 西安 国际 医学中心 医院 作出 停业整顿 月 给予 警告 相关 人员 停职 免职 \u200b']"
159,18,159_高铁_汉中_离校_学生,"['高铁', '汉中', '离校', '学生', '回家', '专属', '路途', '理工大学', '错峰', '批次']","['回家 陕西 大学 包 高铁 送 学生 回家 月 12 日 陕西 理工大学 发布公告 称 学生 月 15 日起 便 可分 批次 错峰 有序 回家 做好 疫情 防控 工作 确保 学生 离校 路途 中 学校 汉中 高铁 站 协调 开通 汉中 西安 学校 专列 一站 直达 安排 专属 爱心 大巴 送 学生 前往 高铁 站 乘汽 \u200b', '回家 陕西 大学 包 高铁 送 学生 回家 月 12 日 陕西 理工大学 发布公告 称 学生 月 15 日起 便 可分 批次 错峰 有序 回家 做好 疫情 防控 工作 确保 学生 离校 路途 中 学校 汉中 高铁 站 协调 开通 汉中 西安 学校 专列 一站 直达 安排 专属 爱心 大巴 送 学生 前往 高铁 站 乘汽 \u200b', '陕西 大学 包 高铁 送 学生 回家 月 12 日 陕西 理工大学 发布公告 称 学生 月 15 日起 便 可分 批次 错峰 有序 回家 做好 疫情 防控 工作 确保 学生 离校 路途 中 学校 陕西 汉中 高铁 站 协调 开通 汉中 西安 学校 专列 一站 直达 安排 专属 爱心 大巴 送 学生 前往 高铁 站 汽车 同学 \u200b']"
160,18,160_次生_人少些_兰新铁路_上次,"['次生', '人少些', '兰新铁路', '上次', '门源', '青海', '冬季', '一两天', 'day6', '地震']","['冬季 人少些 青海 门源 6.9 级 地震 ## 直击 青海 门源 6.9 级 地震 震中 现场 \u200b \u200b \u200b', '青海 门源 地震 次生 突发 环境 事件 发生 O 青海 门源 地震 次生 突发 环境 事件 发生 \u200b', '冬季 人少些 青海 门源 6.9 级 地震 ## 直击 青海 门源 6.9 级 地震 震中 现场 \u200b \u200b \u200b']"
161,18,161_驰援_调集_物资_100,"['驰援', '调集', '物资', '100', '百吨', '内江市', '菜篮子', '内江', '白萝卜', '四川']","['四川 100 吨 爱心 物资 驰援 陕西 四川 内江 调集 百吨 物资 驰援 陕西 助力 陕西 西安 疫情 防控 保障 西安 咸阳 市民 菜篮子 月 日 四川省 内江市 政府 紧急 调集 100 吨 物资 驰援 陕西 这批 捐赠 物资 包括 土豆 白萝卜 莴笋 芹菜 娃娃 菜 90 吨 新鲜 蔬菜 10 吨 消毒 物品 日 下午 点 满载 物资 \u200b', '四川 100 吨 爱心 物资 驰援 陕西 四川 内江 调集 百吨 物资 驰援 陕西 助力 陕西 西安 疫情 防控 保障 西安 咸阳 市民 菜篮子 月 日 四川省 内江市 政府 紧急 调集 100 吨 物资 驰援 陕西 这批 捐赠 物资 包括 土豆 白萝卜 莴笋 芹菜 娃娃 菜 90 吨 新鲜 蔬菜 10 吨 消毒 物品 日 下午 点 满载 物资 \u200b', '四川 100 吨 爱心 物资 驰援 陕西 四川 内江 调集 百吨 物资 驰援 陕西 助力 陕西 西安 疫情 防控 保障 西安 咸阳 市民 菜篮子 月 日 四川省 内江市 政府 紧急 调集 100 吨 物资 驰援 陕西 这批 捐赠 物资 包括 土豆 白萝卜 莴笋 芹菜 娃娃 菜 90 吨 新鲜 蔬菜 10 吨 消毒 物品 日 下午 点 满载 物资 \u200b']"
162,18,162_开行_点对点_首趟_安康,"['开行', '点对点', '首趟', '安康', '宝鸡', '专列', '踏上', '次列车', '1126', '缓缓']","['陕西 开行 疫情 防控 首趟 点对点 学生 专列 记者 赵祎伟 月 12 日 时 50 分 K5482 次列车 安康 车站 缓缓 启动 满载 浓浓 思乡 情 1126 名 学子 驶向 宝鸡 踏上 温暖 回家 路 这是 新冠 肺炎 疫情 影响 中国 铁路 西安 局 集团 有限公司 开行 新年 首趟 点对点 学生 专列 O 陕西 开行 疫情 防控 首趟 点对点 学生 专列 \u200b', '安康 出发 陕西 开行 疫情 防控 首趟 点对点 学生 专列 月 12 日 时 50 分 K5482 次列车 安康 车站 缓缓 启动 满载 浓浓 思乡 情 1126 名 学子 驶向 宝鸡 踏上 温暖 回家 路 这是 新冠 肺炎 疫情 影响 中国 铁路 西安 局 集团 有限公司 开行 新年 首趟 点对点 学生 专列 \u200b', '陕西 开行 疫情 防控 首趟 点对点 学生 专列 记者 赵祎伟 月 12 日 时 50 分 K5482 次列车 安康 车站 缓缓 启动 满载 浓浓 思乡 情 1126 名 学子 驶向 宝鸡 踏上 温暖 回家 路 这是 新冠 肺炎 疫情 影响 中国 铁路 西安 局 集团 有限公司 开行 新年 首趟 点对点 学生 专列 陕西 大学 包 高铁 送 学生 回家 \u200b']"
163,18,163_春运_会议_严密_素质,"['春运', '会议', '严密', '素质', '就业', '公民', '国土', '年度', '考核', '督察']","['2022 年 青海省 春运 工作 会议 严密 做好 春运 疫情 防控 服务 保障 工作 O2022 年 青海省 春运 工作 会议 严密 做好 春运 疫情 防控 服务 保障 工作 \u200b', '2022 年 青海省 春运 工作 会议 严密 做好 春运 疫情 防控 服务 保障 工作 O2022 年 青海省 春运 工作 会议 严密 做好 春运 疫情 防控 服务 保障 工作 \u200b', '2022 年 青海省 春运 工作 会议 严密 做好 春运 疫情 防控 服务 保障 工作 O2022 年 青海省 春运 工作 会议 严密 做好 春运 疫情 防控 服务 保障 工作 \u200b']"
164,17,164_歌唱_380_封校_活跃,"['歌唱', '380', '封校', '活跃', '线上', '烦闷', '课余', '引来', '周天', '艺术团']","['高校 封校 380 余名 学生 参加 线上 歌唱 赛 活跃 封校 氛围 调节 枯燥 烦闷 情绪 月 日 陕西 西安 疫情 封校 课余 生活 西安 铁路 职业 技术 学院 大学生 艺术团 组织 一场 线上 歌唱 比赛 学生 自主 报名 小时 引来 380 多名 学生 参与 组织 活动 王 同学 称 定期 周六 周天 举办 \u200b', '高校 封校 380 余名 学生 参加 线上 歌唱 赛 活跃 封校 氛围 调节 枯燥 烦闷 情绪 月 日 陕西 西安 疫情 封校 课余 生活 西安 铁路 职业 技术 学院 大学生 艺术团 组织 一场 线上 歌唱 比赛 学生 自主 报名 小时 引来 380 多名 学生 参与 组织 活动 王 同学 称 定期 周六 周天 举办 \u200b', '高校 封校 380 余名 学生 参加 线上 歌唱 赛 活跃 封校 氛围 调节 枯燥 烦闷 情绪 月 日 陕西 西安 疫情 封校 课余 生活 西安 铁路 职业 技术 学院 大学生 艺术团 组织 一场 线上 歌唱 比赛 学生 自主 报名 小时 引来 380 多名 学生 参与 组织 活动 王 同学 称 定期 周六 周天 举办 \u200b']"
